,sentences,label
837,I feel more loyal to lucy,love
838,I feel like I m not pretty enough like my personality is too boring and obnoxious,sadness
839,I am so relieved and excited and I feel confident again,joy
840,I m proud of but having craft something that other people care about even just enough to click through to make I feel so wonderful,joy
841,I have switch song as that one was begin to make I feel a little melancholy and who the fuck need that,sadness
842,I feel embarrassed to talk to he at time because I feel very small in those moment like he is do I a favor and I do not deserve to be give attention,sadness
843,I sound so entitled but you can not help but to feel disappointed even though you already know you were go to be,sadness
844,I remember feel how my husband feel when I would see people being rude to my mom and mom just being her sweet self to they,anger
845,I feel more clever,joy
846,I was feel remorseful about my breakfast and so I take a diet pill,sadness
847,I feel as though the concept of lifestyle change rather than weight loss have been beat to death but it really is something that I believe in and am currently experience,sadness
848,I do not know what my next step are but I no long feel lose,sadness
849,I have been feel awful,sadness
850,I believe just imagine what it would be like to act live in front of an audience will make I feel joyful,joy
851,I think maybe it was just my hand feel funny but I touch my hair with my totally clean forearm and it become sticky,surprise
852,I hate the moment when I completely feel perfect with people around I whom I love the most suddenly disappear,joy
853,I remember feel a little jealous and realize that our time together was not solely about I but that he have a large network of social interaction all ready in progress before I get there,anger
854,I m know to feel affectionate toward those who adore leonard cohen is what make I like he quite a lot,love
855,I feel really tranquil where I am right now,joy
856,I feel impatient yet I am not fully sure what I am search for,anger
857,I was on my own tearful and feel unloved even though I know that I am,sadness
858,I feel like after everything that is been nothing but sincere what bother I the most is that you want to hurt I you even tell I,joy
859,I feel like I have so much to write then got distract by my home on a wednesday evening challenge and have therefore lose my train of thought,anger
860,I was start to feel a little stressed,sadness
861,I have to admit I am feel a bit intimidate by the challenge of,fear
862,I think I was feel vulnerable due to the stress of have to buy a new sewing machine and printer,fear
